법정동시도코드,시도명,법정동시군구코드,시군구명,시간코드,전체_카드,교통,백화점,소형유통,숙박,스포츠외,여행,요식,의료,주유,주차장,편의점,할인점외
11,서울,230,동대문구,53,39925,12912,6702,15912,1899,6369,505,47185,2082,6459,3059,20605,18025
48,경남,890,합천군,55,91,6,0,28,0,0,0,65,0,8,0,21,26
47,경북,150,김천시,54,14575,5242,1320,5570,442,1579,83,12847,811,4069,891,5669,5898
42,강원,190,태백시,52,1332,580,117,544,67,211,10,1254,51,345,74,659,554
11,서울,440,마포구,54,54101,18677,9141,22037,2772,8961,987,65189,2647,8649,4531,27274,23223
42,강원,190,태백시,54,1042,505,96,412,63,161,6,1037,29,251,45,540,431
48,경남,870,함양군,51,213,54,21,72,6,6,0,206,8,67,6,85,80
27,대구,110,중구,54,8425,3381,1666,2779,387,1058,71,8573,329,1765,598,3793,3420
41,경기,480,파주시,53,34746,8478,4328,14062,1507,6327,750,36623,1798,10627,3987,16577,15380
41,경기,250,동두천시,55,330,88,35,142,17,43,0,348,10,73,22,166,155
26,부산,170,동구,51,4112,1726,731,1300,176,432,77,3791,258,782,389,1697,1683
47,경북,850,칠곡군,53,8976,2708,875,3365,246,976,49,7997,434,2691,565,3773,3543
11,서울,110,종로구,55,6497,2614,1112,2639,391,1088,114,7946,350,1089,582,3442,2834
47,경북,940,울릉군,55,84,32,0,25,0,0,0,48,0,21,0,37,27
44,충남,150,공주시,55,647,217,80,253,12,82,0,608,21,159,45,275,267
44,충남,760,부여군,51,791,262,103,302,22,76,0,653,41,203,35,296,264
26,부산,350,해운대구,52,25037,9602,5371,7814,1525,3542,783,24101,1422,5394,2997,9984,11472
42,강원,830,양양군,54,327,82,30,116,22,49,0,339,17,98,23,147,135
41,경기,210,광명시,51,24772,7264,3539,9807,1077,3475,272,26987,1254,5303,2385,10839,11992
46,전남,230,광양시,53,7003,1995,588,3101,287,1100,79,6771,398,2265,517,2839,2914
46,전남,900,진도군,55,157,48,23,85,6,15,0,147,8,56,6,57,68
29,광주,140,서구,53,19651,7376,2580,7390,853,3043,237,19181,925,4905,1647,7583,8785
31,울산,710,울주군,54,14074,4421,1767,5333,557,1792,657,13445,684,4530,1188,5953,6082
46,전남,830,영암군,52,1106,312,120,459,54,146,7,1001,51,323,64,446,423
43,충북,150,제천시,54,7436,2743,658,2879,269,967,48,7598,419,1867,423,3503,3384
11,서울,110,종로구,53,23240,8054,3956,9272,1271,3564,373,27938,1332,3628,1992,11902,10116
43,충북,750,진천군,54,1773,590,206,715,90,290,10,1938,64,630,201,890,786
46,전남,780,보성군,51,584,179,38,228,17,51,0,481,23,166,45,197,230
26,부산,230,부산진구,53,24230,10350,4506,7629,995,3104,653,22996,1269,4628,2121,10304,10544
11,서울,305,강북구,51,15111,4476,2430,6266,613,2202,202,17779,740,2452,1012,7686,7052
48,경남,170,진주시,55,2099,912,337,781,104,306,27,2213,123,598,169,999,972
41,경기,390,시흥시,52,22605,5999,2305,8710,900,3343,261,23326,1031,6166,2847,10514,10002
41,경기,150,의정부시,51,11146,3275,1986,4447,528,1777,162,12792,536,2389,1166,5753,5120
11,서울,530,구로구,55,12827,4616,2310,5150,569,1960,204,14995,573,2401,1150,6641,6098
26,부산,260,동래구,53,17559,6279,2580,5402,827,2418,491,16050,919,3816,1803,6655,7994
41,경기,150,의정부시,53,19985,5719,3502,7974,910,3107,294,22454,950,4200,2056,10203,9012
44,충남,760,부여군,55,371,132,55,143,15,32,0,321,8,104,25,147,113
41,경기,463,용인시 기흥구,54,17704,5482,3406,7364,862,3174,202,19627,863,4810,2050,8470,7879
44,충남,131,천안시 동남구,51,16490,7021,1686,6812,615,2332,157,16455,759,4580,1131,7346,7339
27,대구,170,서구,51,4712,1614,664,1642,173,511,20,4490,168,1140,354,2017,2192
44,충남,770,서천군,54,1246,373,183,519,47,131,9,1071,45,308,71,461,410
47,경북,113,포항시 북구,54,17366,5552,1940,6301,670,2235,166,16597,942,5071,1131,6736,7706
47,경북,250,상주시,52,1494,416,144,507,36,170,6,1257,59,420,78,581,584
48,경남,121,창원시 의창구,54,8918,2975,1222,3237,387,1253,173,8852,580,2583,853,3756,4023
46,전남,870,영광군,53,1029,324,105,365,43,115,0,923,46,316,79,410,385
31,울산,170,동구,51,6482,2019,1083,2241,495,725,344,6255,335,1803,420,2832,3006
11,서울,710,송파구,53,46146,16495,9887,18733,2653,9066,689,54293,2244,8794,4199,22625,21030
41,경기,171,안양시 만안구,54,18710,6498,2540,7411,787,2553,200,20333,887,4075,1763,9070,8334
42,강원,210,속초시,53,1438,542,140,620,98,266,30,1692,79,322,136,763,663
11,서울,305,강북구,55,5830,1975,898,2391,241,830,71,6890,236,1035,406,3128,2694
45,전북,190,남원시,53,3242,1134,215,1265,100,313,19,2624,125,814,140,1176,1194
45,전북,210,김제시,52,2062,661,157,735,48,269,18,1754,91,565,137,718,872
41,경기,210,광명시,52,27345,7948,4013,10889,1163,3818,293,29884,1394,5609,2585,11937,13191
42,강원,790,화천군,55,182,58,6,67,6,28,0,177,0,56,6,82,53
47,경북,760,영양군,55,30,0,0,6,0,0,0,14,0,0,0,6,6
11,서울,380,은평구,54,41384,13011,6359,17770,1799,5788,674,49258,2014,7346,3132,21147,19674
28,인천,185,연수구,53,27128,7988,5219,9605,1478,4512,479,27182,1265,6653,3727,11592,11724
11,서울,710,송파구,52,32070,11700,7016,12989,1887,6322,481,37754,1612,6114,2928,15644,14706
47,경북,900,예천군,51,633,181,68,281,26,69,0,652,18,210,47,280,285
11,서울,650,서초구,54,34059,11512,6671,12106,2480,6790,593,39799,1999,6602,3983,16500,14472
11,서울,740,강동구,52,19329,6172,3643,8124,968,3292,222,22690,941,3537,1735,9276,9049
41,경기,430,의왕시,54,11023,3529,1590,4391,510,1792,130,11881,553,2701,1300,5041,4836
26,부산,710,기장군,51,6325,1767,926,2107,273,872,176,5986,385,1880,906,2462,2959
41,경기,171,안양시 만안구,51,16880,5658,2234,6805,669,2325,165,18410,846,3708,1543,8142,7753
41,경기,410,군포시,53,25414,7816,4093,9761,1081,3577,251,27936,1387,5657,2181,11499,11973
31,울산,200,북구,55,4650,1528,579,1692,244,631,260,4587,250,1405,365,2034,2075
47,경북,130,경주시,51,12004,4415,1205,4250,634,1368,169,11514,752,3560,1354,4789,5542
44,충남,270,당진시,55,840,285,91,367,41,116,0,873,25,293,75,419,377
41,경기,290,과천시,54,6609,1829,992,2396,356,1109,85,7512,375,1567,738,2902,3124
42,강원,790,화천군,54,624,207,47,258,28,91,0,709,23,192,57,300,213
47,경북,730,의성군,52,525,139,49,197,16,48,0,466,18,132,34,194,202
29,광주,140,서구,55,5040,2214,734,1963,234,822,57,5090,252,1310,475,2116,2263
46,전남,830,영암군,51,942,271,106,393,41,102,0,839,42,255,47,373,370
11,서울,215,광진구,51,17972,6577,3239,7203,866,3107,294,22439,726,2672,1368,9795,8445
46,전남,710,담양군,55,187,34,0,87,0,7,0,155,0,61,17,50,73
41,경기,131,성남시 수정구,53,8778,3052,1317,3786,381,1377,105,10082,370,1567,746,4342,3924
45,전북,210,김제시,55,975,317,75,352,27,129,0,870,31,276,63,379,390
11,서울,440,마포구,55,18611,7274,3098,7480,952,3269,370,22614,883,3162,1735,9749,7786
47,경북,830,고령군,52,358,71,35,106,0,20,0,259,9,95,30,124,138
11,서울,680,강남구,54,34332,13168,6620,12560,2421,6710,619,40432,1928,6618,3777,17221,14137
46,전남,790,화순군,54,1161,361,119,488,49,151,16,1092,56,326,95,461,404
46,전남,910,신안군,52,385,167,37,154,12,27,0,341,19,105,21,138,154
27,대구,290,달서구,55,12366,4661,1859,4246,507,1608,78,12542,445,3004,883,5616,5601
43,충북,112,청주시 서원구,55,3570,1648,528,1567,176,609,33,4068,187,1000,399,1758,1637
47,경북,290,경산시,52,19440,6030,2507,6638,671,2370,178,18019,740,5144,1227,7788,8674
11,서울,740,강동구,53,27746,8952,5215,11762,1433,4865,314,32910,1383,5153,2610,13564,13063
41,경기,273,안산시 단원구,51,9084,2762,1207,3325,404,1344,90,9469,414,2281,952,4314,4218
48,경남,330,양산시,52,15146,4057,1540,5325,597,1783,329,13984,667,4088,1401,6024,6752
46,전남,790,화순군,51,842,245,81,370,24,106,6,822,41,239,67,324,299
