자원번호,자원명,분류
7998,Metschnikowia koreensis,Yeast
12015,Beijerinckia derxii subsp. venezuelae,Bacteria
12017,Ruegeria atlantica,Bacteria
17004,Hanseniaspora occidentalis,Yeast
17005,Hanseniaspora osmophila,Yeast
17006,Hanseniaspora uvarum,Yeast
12019,Sphingosinicella microcystinivorans,Bacteria
9990,Pseudonocardia kongjuensis,Bacteria
2396,Hahella chejuensis,Bacteria
19900,Ornithinimicrobium humiphilum,Bacteria
12900,Herbaspirillum frisingense,Bacteria
12904,Azospirillum doebereinerae,Bacteria
3751,Weissella thailandensis,Bacteria
19902,Nocardia veterana,Bacteria
19903,Saccharopolyspora thermophila,Bacteria
19905,Saccharopolyspora flava,Bacteria
12914,Asaia siamensis,Bacteria
19907,Actinopolymorpha singaporensis,Bacteria
19909,Amycolatopsis rubida,Bacteria
12912,Sphingobium cloacae,Bacteria
19911,Lentzea albida,Bacteria
19912,Lentzea californiensis,Bacteria
9911,Streptacidiphilus neutrinimicus,Bacteria
9912,Streptacidiphilus carbonis,Bacteria
9991,Pseudonocardia spinosispora,Bacteria
12916,Sphingopyxis alaskensis,Bacteria
13904,Enterococcus villorum,Bacteria
12917,Burkholderia fungorum,Bacteria
12919,Burkholderia caledonica,Bacteria
19913,Corynebacterium capitovis,Bacteria
13905,Lactobacillus psittaci,Bacteria
12921,Zobellia galactanivorans,Bacteria
9910,Streptacidiphilus albus,Bacteria
9915,Brachybacterium conglomeratum,Bacteria
9916,Brachybacterium paraconglomeratum,Bacteria
9917,Brachybacterium rhamnosum,Bacteria
9918,Microbacterium keratanolyticum,Bacteria
19915,Microbacterium foliorum,Bacteria
19917,Microbacterium phyllosphaerae,Bacteria
13907,Agromyces luteolus,Bacteria
13908,Agromyces rhizospherae,Bacteria
13909,Agromyces bracchium,Bacteria
12937,Pseudomonas kilonensis,Bacteria
12938,Samsonia erythrinae,Bacteria
12941,Chromohalobacter salexigens,Bacteria
12942,Limnobacter thiooxidans,Bacteria
13912,Paenibacillus koleovorans,Bacteria
13913,Streptococcus australis,Bacteria
19918,Schaalia suimastitidis,Bacteria
19919,Streptimonospora salina,Bacteria
12041,Thalassotalea ganghwensis,Bacteria
12042,Aestuariibacter salexigens,Bacteria
12043,Aestuariibacter halophilus,Bacteria
12044,Zooshikella ganghwensis,Bacteria
12049,Thalassobius aestuarii,Bacteria
12050,Algoriphagus mannitolivorans,Bacteria
12051,Algoriphagus halophilus,Bacteria
12052,Algoriphagus ornithinivorans,Bacteria
9919,Demequina aestuarii,Bacteria
9920,Nocardioides ganghwensis,Bacteria
9921,Nocardioides aestuarii,Bacteria
13914,Jeotgalibacillus alimentarius,Bacteria
13915,Virgosporangium ochraceum,Bacteria
13916,Virgosporangium aurantiacum,Bacteria
17520,Kazachstania naganishii,Yeast
19931,Nocardia beijingensis,Bacteria
19932,Kitasatospora cineracea,Bacteria
19933,Kitasatospora niigatensis,Bacteria
19935,Nocardia ignorata,Bacteria
12946,Halomonas maura,Bacteria
13918,Bacillus sonorensis,Bacteria
13919,Paenibacillus jamilae,Bacteria
3759,Paenibacillus curdlanolyticus,Bacteria
3760,Paenibacillus illinoisensis,Bacteria
3761,Paenibacillus kobensis,Bacteria
3763,Paenibacillus peoriae,Bacteria
3764,Paenibacillus thiaminolyticus,Bacteria
12081,Caballeronia sordidicola,Bacteria
9922,Arthrobacter koreensis,Bacteria
9926,Streptomyces yeochonensis,Bacteria
3767,Latilactobacillus curvatus,Bacteria
3769,Lactococcus lactis subsp. lactis,Bacteria
3772,Lactococcus garvieae subsp. garvieae,Bacteria
3768,Lactococcus lactis subsp. hordniae,Bacteria
3770,Pediococcus damnosus,Bacteria
19937,Knoellia subterranea,Bacteria
12084,Legionella busanensis,Bacteria
12083,Helicobacter pylori,Bacteria
12950,Halomonas alimentaria,Bacteria
13921,Ligilactobacillus equi,Bacteria
3774,Leuconostoc inhae,Bacteria
13922,Priestia endophytica,Bacteria
19938,Rhodococcus jostii,Bacteria
13923,Rummeliibacillus pycnus,Bacteria
13924,Viridibacillus neidei,Bacteria
13925,Streptococcus entericus,Bacteria
3777,Heyndrickxia sporothermodurans,Bacteria
12086,Pseudoalteromonas phenolica,Bacteria
12954,Burkholderia sacchari,Bacteria
12956,Cupriavidus metallidurans,Bacteria
12958,Pseudoalteromonas issachenkonii,Bacteria
12959,Pseudoalteromonas ruthenica,Bacteria
12960,Pseudoalteromonas maricaloris,Bacteria
13926,Paenibacillus graminis,Bacteria
13927,Lentilactobacillus diolivorans,Bacteria
12088,Chryseobacterium daecheongense,Bacteria
12962,Haloferax alexandrinum,Archaea
13928,Salinicoccus alkaliphilus,Bacteria
9931,Salinibacterium amurskyense,Bacteria
12089,Mesonia algae,Bacteria
9933,Shimazuella kribbensis,Bacteria
12963,Methylobacterium suomiense,Bacteria
12964,Methylorubrum rhodesianum,Bacteria
12087,Parvularcula bermudensis,Bacteria
12090,Croceibacter atlanticus,Bacteria
3788,Halobacillus locisalis,Bacteria
12091,Fulvimarina pelagi,Bacteria
12094,Aurantimonas litoralis,Bacteria
9934,Streptomyces malaysiensis,Bacteria
9941,Gordonia desulfuricans,Bacteria
9939,Saccharopolyspora spinosporotrichia,Bacteria
9940,Gordonia amicalis,Bacteria
9942,Prauserella rugosa,Bacteria
9943,Kocuria marina,Bacteria
12095,Kaistia adipata,Bacteria
12096,Herbaspirillum chlorophenolicum,Bacteria
12098,Rhodanobacter fulvus,Bacteria
12100,Polaribacter butkevichii,Bacteria
12101,Balneimonas flocculans,Bacteria
9944,Nocardioides aquaticus,Bacteria
12103,Algibacter lectus,Bacteria
12104,Ulvibacter litoralis,Bacteria
3789,Weissella soli,Bacteria
3791,Paenibacillus chitinolyticus,Bacteria
3792,Lentibacillus salicampi,Bacteria
3793,Psychrobacillus psychrodurans,Bacteria
3794,Psychrobacillus psychrotolerans,Bacteria
3797,Latilactobacillus fuchuensis,Bacteria
3798,Rothia amarae,Bacteria
12966,Maribacter sedimenticola,Bacteria
12968,Maribacter aquivivus,Bacteria
12969,Maribacter ulvicola,Bacteria
12106,Gelidibacter mesophilus,Bacteria
12107,Chryseobacterium koreense,Bacteria
3800,Limosilactobacillus ingluviei,Bacteria
3801,Lactobacillus johnsonii,Bacteria
3802,Latilactobacillus sakei subsp. carnosus,Bacteria
3803,Lacticaseibacillus sharpeae,Bacteria
3804,Lactobacillus zeae,Bacteria
3805,Paenibacillus borealis,Bacteria
3806,Paenibacillus popilliae,Bacteria
3807,Weissella cibaria,Bacteria
3808,Paenibacillus glycanilyticus,Bacteria
9945,Brevibacterium aureum,Bacteria
9948,Lentzea violacea,Bacteria
12111,Psychromonas arctica,Bacteria
12112,Psychrobacter pulmonis,Bacteria
12113,Arenibacter certesii,Bacteria
3809,Exiguobacterium antarcticum,Bacteria
3810,Exiguobacterium undae,Bacteria
3811,Pediococcus claussenii,Bacteria
12115,Sphingopyxis witflariensis,Bacteria
12117,Pseudomonas thermotolerans,Bacteria
3813,Paenibacillus turicensis,Bacteria
3814,Companilactobacillus versmoldensis,Bacteria
5020,Acidipropionibacterium acidipropionici,Bacteria
12121,Rhizobium daejeonense,Bacteria
9950,Dietzia maris,Bacteria
9951,Gordonia alkanivorans,Bacteria
12124,Vibrio brasiliensis,Bacteria
12125,Vibrio rotiferianus,Bacteria
3816,Planococcus maritimus,Bacteria
9952,Gordonia namibiensis,Bacteria
9953,Gordonia polyisoprenivorans,Bacteria
9954,Gordonia westfalica,Bacteria
9963,Tsukamurella pulmonis,Bacteria
9965,Tsukamurella tyrosinosolvens,Bacteria
17149,Cryptococcus taeanensis,Yeast
9966,Mycobacterium vanbaalenii,Bacteria
9967,Agromyces aurantiacus,Bacteria
9971,Saccharomonospora paurometabolica,Bacteria
5024,Tissierella praeacuta,Bacteria
12127,Halomonas koreensis,Bacteria
12128,Chryseobacterium joostei,Bacteria
3818,Enterococcus phoeniculicola,Bacteria
3819,Virgibacillus carmonensis,Bacteria
3820,Virgibacillus necropolis,Bacteria
3821,Oceanobacillus picturae,Bacteria
3822,Virgibacillus proomii,Bacteria
3823,Aquibacillus koreensis,Bacteria
12129,Lysobacter antibioticus,Bacteria
12130,Lysobacter brunescens,Bacteria
12132,Lysobacter gummosus,Bacteria
12131,Lysobacter enzymogenes,Bacteria
9974,Solirubrobacter pauli,Bacteria
9975,Streptomyces chungwhensis,Bacteria
9977,Mycobacterium manitobense,Bacteria
9978,Mycobacterium saskatchewanense,Bacteria
9979,Mycobacterium parascrofulaceum,Bacteria
3825,Alkalihalobacillus clausii,Bacteria
3826,Alkalihalobacillus pseudofirmus,Bacteria
3827,Robertmurraya siralis,Bacteria
3828,Brevibacillus invocatus,Bacteria
3829,Paenibacillus azoreducens,Bacteria
3831,Brevibacillus borstelensis,Bacteria
3832,Brevibacillus formosus,Bacteria
3833,Brevibacillus parabrevis,Bacteria
3834,Brevibacillus reuszeri,Bacteria
3835,Aneurinibacillus migulanus,Bacteria
3836,Brevibacillus choshinensis,Bacteria
3837,Bacillus carboniphilus,Bacteria
3838,Bacillus horti,Bacteria
3839,Mesobacillus jeotgali,Bacteria
3840,Sporosarcina aquimarina,Bacteria
3842,Halobacillus salinus,Bacteria
3843,Alicyclobacillus sendaiensis,Bacteria
3844,Virgibacillus salexigens,Bacteria
3845,Virgibacillus marismortui,Bacteria
3846,Gottfriedia luciferensis,Bacteria
3847,Geobacillus vulcani,Bacteria
3848,Paenibacillus agarexedens,Bacteria
3849,Paenibacillus agaridevorans,Bacteria
12135,Azotobacter nigricans subsp. nigricans,Bacteria
12137,Azotobacter vinelandii,Bacteria
12139,Paracoccus aminovorans,Bacteria
12143,Oceanicola granulosus,Bacteria
12145,Oceanicola batsensis,Bacteria
12146,Robiginitalea biformata,Bacteria
9980,Serinicoccus marinus,Bacteria
3850,Pseudalkalibacillus decolorationis,Bacteria
3852,Ureibacillus terrenus,Bacteria
3853,Fictibacillus barbaricus,Bacteria
3854,Psychrobacillus insolitus,Bacteria
3856,Sporosarcina ureae,Bacteria
12148,Pseudomonas citronellolis,Bacteria
3862,Bacillus pseudomycoides,Bacteria
3864,Paenibacillus apiarius,Bacteria
12151,Hydrogenophaga intermedia,Bacteria
12152,Hydrogenophaga palleronii,Bacteria
12153,Hydrogenophaga taeniospiralis,Bacteria
19939,Streptomyces californicus,Bacteria
12157,Mesorhizobium loti,Bacteria
12162,Pseudoxanthomonas broegbernensis,Bacteria
12163,Runella slithyformis,Bacteria
9982,Cellulomonas hominis,Bacteria
9983,Cellulomonas iranensis,Bacteria
9984,Cellulomonas persica,Bacteria
9985,Cellulosimicrobium variabile,Bacteria
5027,Anaerosporobacter mobilis,Bacteria
3869,Paenibacillus edaphicus,Bacteria
3870,Paenibacillus mucilaginosus,Bacteria
5026,Anaerocolumna jejuensis,Bacteria
12180,Algoriphagus marincola,Bacteria
12182,Kangiella koreensis,Bacteria
12183,Kangiella aquimarina,Bacteria
12184,Marinobacter daepoensis,Bacteria
12185,Marinobacter flavimaris,Bacteria
12186,Psychrobacter alimentarius,Bacteria
9987,Janibacter melonis,Bacteria
9989,Xylanimonas cellulosilytica,Bacteria
12191,Jannaschia helgolandensis,Bacteria
19953,Janibacter terrae,Bacteria
19954,Streptomyces xanthochromogenes,Bacteria
5028,Sporolactobacillus nakayamae subsp. racemicus,Bacteria
5029,Sporolactobacillus kofuensis,Bacteria
5030,Sporolactobacillus nakayamae subsp. nakayamae,Bacteria
5031,Sporolactobacillus terrae,Bacteria
5032,Sporolactobacillus inulinus,Bacteria
12193,Pseudoduganella violceinigra,Bacteria
19974,Streptomyces violaceochromogenes,Bacteria
19000,Prauserella halophila,Bacteria
19001,Streptomonospora alba,Bacteria
19002,Prauserella alba,Bacteria
19003,Nocardiopsis salina,Bacteria
19006,Nocardiopsis gilva,Bacteria
19007,Nocardiopsis rosea,Bacteria
19008,Nocardiopsis chromatogenes,Bacteria
19009,Nocardiopsis baichengensis,Bacteria
19010,Kocuria aegyptia,Bacteria
19011,Nesterenkonia sandarakina,Bacteria
19012,Citricoccus alkalitolerans,Bacteria
19013,Nesterenkonia lutea,Bacteria
19014,Nesterkonia halotoleans,Bacteria
19015,Corynebacterium halotolerans,Bacteria
19016,Nesterenkonia xinjiangensis,Bacteria
19017,Microbacterium halotolerans,Bacteria
19021,Rhodococcus yunnanensis,Bacteria
19022,Microbacterium sp.,Bacteria
19024,Kribbella yunnanensis,Bacteria
19025,Kribbella alba,Bacteria
19026,Kribbella antibiotica,Bacteria
12194,Massilia alkalitolerans,Bacteria
19027,Nocardia polyresistens,Bacteria
19028,Nocardia lijiangensis,Bacteria
19029,Georgenia ruanii,Bacteria
12195,Alteromonas addita,Bacteria
12196,Shewanella fidelis,Bacteria
12197,Castellaniella caeni,Bacteria
12198,Azonexus fungiphilus,Bacteria
12199,Comamonas granuli,Bacteria
12201,Flavobacterium granuli,Bacteria
12203,Hydrogenophaga temperata,Bacteria
12204,Lysobacter koreensis,Bacteria
12205,Lysobacter concretionis,Bacteria
12206,Phenylobacterium koreense,Bacteria
12207,Pseudoxanthomonas daejeonensis,Bacteria
12208,Pseudoxanthomonas koreensis,Bacteria
12209,Sphingopyxis granuli,Bacteria
12210,Sphingomonas soli,Bacteria
12211,Stenotrophomonas koreensis,Bacteria
12212,Ancylobacter koreensis,Bacteria
3876,Streptococcus gallinaceus,Bacteria
3877,Streptococcus lutetiensis,Bacteria
3878,Streptococcus gallolyticus subsp. pasteurianus,Bacteria
12214,Erythrobacter citreus,Bacteria
12215,Maricaulis parjimensis,Bacteria
12216,Maricaulis salignorans,Bacteria
12217,Maricaulis virginensis,Bacteria
12218,Maricaulis washingtonensis,Bacteria
19030,Cellulomonas composti,Bacteria
19031,Janibacter sp.,Bacteria
12219,Winogradskyella eximia,Bacteria
12220,Winogradskyella epiphytica,Bacteria
12221,Winogradskyella thalassocola,Bacteria
12222,Flavobacterium antarcticum,Bacteria
12223,Flavobacterium weaverense,Bacteria
12224,Flavobacterium segetis,Bacteria
12226,Chryseobacterium jeonii,Bacteria
12227,Erythrobacter gaetbuli,Bacteria
12228,Erythrobacter seohaensis,Bacteria
12229,Porphyrobacter donghaensis,Bacteria
12231,Sphingopyxis baekryungensis,Bacteria
12232,Sphingorhabdus flavimaris,Bacteria
19033,Janibacter marinus,Bacteria
3882,Amphibacillus xylanus,Bacteria
3883,Aneurinibacillus aneurinilyticus,Bacteria
3884,Alkalihalobacillus alcalophilus,Bacteria
3885,Kyrpidia tusciae,Bacteria
3887,Brevibacillus centrosporus,Bacteria
12234,Shewanella affinis,Bacteria
12235,Shewanella pacifica,Bacteria
12237,Shinella granuli,Bacteria
12238,Paracoccus koreensis,Bacteria
3890,Pontibacillus chungwhensis,Bacteria
12239,Alteromonas chungwhensis,Bacteria
12240,Marinobacterium halophilum,Bacteria
12242,Pseudoalteromonas marina,Bacteria
12244,Comamonas badia,Bacteria
12246,Pleomorphomonas koreensis,Bacteria
19034,Microbacterium terregens,Bacteria
3896,Alicyclobacillus herbarius,Bacteria
3897,Alicyclobacillus pomorum,Bacteria
3898,Metabacillus litoralis,Bacteria
12254,Psychrobacter aquimaris,Bacteria
12255,Psychrobacter namhaensis,Bacteria
12256,Psychrobacter cibarius,Bacteria
12259,Acinetobacter marinus,Bacteria
12260,Acinetobacter seohaensis,Bacteria
19035,Exiguobacterium aestuarii,Bacteria
19036,Exiguobacterium marinum,Bacteria
19037,Nocardioides alkalitolerans,Bacteria
19038,Nocardioides kribbensis,Bacteria
19039,Nocardioides lentus,Bacteria
12261,Gillisia mitskevichiae,Bacteria
12263,Salegentibacter mishustinae,Bacteria
19040,Beutenbergia cavernae,Bacteria
12264,Edwardsiella ictaluri,Bacteria
12267,Edwardsiella tarda,Bacteria
12268,Photobacterium damselae subsp. piscicida,Bacteria
12269,Hyphomicrobium aestuarii,Bacteria
12270,Nitrosomonas europaea,Bacteria
3900,Hydrogenibacillus schlegelii,Bacteria
3901,Evansella vedderi,Bacteria
5038,Atopobium minutum,Bacteria
3903,Rossellomorea aquimaris,Bacteria
3904,Alkalibacillus haloalkaliphilus,Bacteria
3905,Halalkalibacter krulwichiae,Bacteria
3906,Rossellomorea marisflavi,Bacteria
3909,Fructobacillus ficulneus,Bacteria
12274,Pseudoalteromonas byunsanensis,Bacteria
12276,Glaciecola nitratireducens,Bacteria
12277,Hahella ganghwensis,Bacteria
5044,Lentilactobacillus parakefiri,Bacteria
12278,Gramella echinicola,Bacteria
17231,Cryptococcus mujuensis,Yeast
17232,Cryptococcus cuniculi,Yeast
17233,Candida thermophila,Yeast
5039,Olsenella uli,Bacteria
3910,Paenibacillus favisporus,Bacteria
12280,Photobacterium leiognathi,Bacteria
12282,Roseivirga ehrenbergii,Bacteria
19044,Jiangella gansuensis,Bacteria
19045,Marinococcus halotolerans,Bacteria
19046,Isoptericola halotolerans,Bacteria
19047,Yaniella flava,Bacteria
19049,Nocardiopsis rhodophaea,Bacteria
3911,Lentibacillus salarius,Bacteria
3912,Salibacterium salarium,Bacteria
3913,Bacillus seohaeanensis,Bacteria
3914,Priestia koreensis,Bacteria
3916,Alkalibacillus salilacus,Bacteria
3917,Pontibacillus marinus,Bacteria
3918,Bacillus taeanensis,Bacteria
12284,Halomonas taeanensis,Bacteria
5050,Secundilactobacillus collinoides,Bacteria
12285,Aquimarina muelleri,Bacteria
12286,Stappia stellulata,Bacteria
12287,Stappia aggregata,Bacteria
12288,Labrenzia marina,Bacteria
5048,Lactobacillus gallinarum,Bacteria
5052,Lactobacillus intestinalis,Bacteria
5045,Lactiplantibacillus paraplantarum,Bacteria
5054,Lactobacillus crispatus,Bacteria
12290,Acetobacter aceti,Bacteria
12296,Idiomarina seosinensis,Bacteria
3919,Paenibacillus hodogayensis,Bacteria
12302,Tenacibaculum lutimaris,Bacteria
12303,Altererythrobacter troitsensis,Bacteria
5061,Loigolactobacillus bifermentans,Bacteria
5063,Ligilactobacillus aviarius,Bacteria
5064,Lentilactobacillus buchneri,Bacteria
5066,Lactobacillus hamsteri,Bacteria
12306,Xanthobacter viscosus,Bacteria
12307,Xanthobacter aminoxidans,Bacteria
3921,Geobacillus thermocatenulatus,Bacteria
3922,Geobacillus subterraneus subsp. subterraneus,Bacteria
12308,Pseudovibrio ascidiaceicola,Bacteria
5071,Clostridium roseum,Bacteria
5072,Clostridium felsineum,Bacteria
3924,Tetragenococcus koreensis,Bacteria
12309,Algoriphagus yeomjeoni,Bacteria
12310,Algoriphagus locisalis,Bacteria
12311,Altererythrobacter luteolus,Bacteria
12313,Psychrobacter celer,Bacteria
5075,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Bacteria
19053,Nesterenkonia jeotgali,Bacteria
19054,Nocardioides kongjuensis,Bacteria
5086,Lactobacillus kefiranofaciens subsp. kefirgranum,Bacteria
5088,Fructilactobacillus lindneri,Bacteria
19057,Streptomyces parvus,Bacteria
3931,Paenibacillus stellifer,Bacteria
12321,Vibrio albensis,Bacteria
12325,Pseudomonas nitroreducens,Bacteria
12327,Luteimonas marina,Bacteria
12328,Photobacterium ganghwense,Bacteria
19072,Streptomyces lusitanus,Bacteria
12329,Acetobacter orleanensis,Bacteria
3933,Virgibacillus dokdonensis,Bacteria
3936,Lentibacillus salis,Bacteria
19073,Aeromicrobium alkaliterrae,Bacteria
12330,Pseudomonas panacis,Bacteria
12331,Pseudomonas segetis,Bacteria
19074,Microbacterium koreense,Bacteria
5096,Gardnerella vaginalis,Bacteria
12333,Tateyamaria omphalii,Bacteria
12334,Sphingomonas kaistensis,Bacteria
12336,Sphingomonas swuensis,Bacteria
12339,Sphingomonas rosea,Bacteria
12341,Sphingomonas humi,Bacteria
3941,Salinicoccus luteus,Bacteria
3942,Marinococcus sp.,Bacteria
12342,Massilia dura,Bacteria
12343,Massilia albidiflava,Bacteria
12344,Massilia plicata,Bacteria
12345,Massilia lutea,Bacteria
12346,Sphingomonas yunnanensis,Bacteria
19076,Streptomyces daliensis,Bacteria
19077,Pseudonocardia sp.,Bacteria
19078,Pseudonocardia sp.,Bacteria
19079,Microbacterium xylanilyticum,Bacteria
19080,Microbacterium paludicola,Bacteria
12355,Photobacterium indicum,Bacteria
5108,"""Fusobacterium hwasookii""",Bacteria
12356,Marinimicrobium koreense,Bacteria
12357,Marinimicrobium agarilyticum,Bacteria
3947,Litchfieldia alkalitelluris,Bacteria
3950,Paenibacillus gansuensis,Bacteria
3951,Paenibacillus harenae,Bacteria
3952,Paenibacillus xinjiangensis,Bacteria
3953,Paenibacillus woosongensis,Bacteria
19081,Cellulomonas terrae,Bacteria
